payment_id,loan_id,bulan_ke,tanggal_jatuh_tempo,tanggal_bayar,jumlah_angsuran,jumlah_dibayar,denda,status_pembayaran,hari_keterlambatan
PAY0001328,LN000441,8,2026-07-22,2026-07-21,1124000,1124000,0,TEPAT WAKTU,0
PAY0001329,LN000441,9,2026-08-21,2026-08-16,1124000,1124000,0,TEPAT WAKTU,0
PAY0001330,LN000441,10,2026-09-20,,Rp1124000,0,103000,GAGAL BAYAR,62
PAY0001331,LN000441,11,2026-10-20,2026-10-20,Rp1124000,1124000,0,On Time,0
PAY0001332,LN000444,1,2024-10-28,2024-12-05,1324000,1355000,31000,Terlambat,38
PAY0001333,LN000444,2,2024-11-27,2024-12-31,1324000,1352000,28000,TERLAMBAT,34
PAY0001334,LN000444,3,2024-12-27,2024-12-22,1324000,1324000,0,On Time,0
PAY0001335,LN000444,4,2025-01-26,2025-01-24,1324000,Rp. 1324000,0,Tepat Waktu,0
PAY0001336,LN000444,5,2025-02-25,2025-02-23,1324000,1324000,0,tepat waktu,0
PAY0001337,LN000444,6,2025-03-27,2025-03-24,1324000,1324000,0,TEPAT WAKTU,0
PAY0001338,LN000444,7,2025-04-26,2025-04-24,1324000,1324000,0,TEPAT WAKTU,0
PAY0001339,LN000444,8,2025-05-26,2025-05-24,1324000,1324000,0,On Time,0
PAY0001340,LN000444,9,2025-06-25,2025-06-25,1324000,1324000,0,tepat waktu,0
PAY0001341,LN000445,1,2024-06-25,2024-06-21,13892000,13892000,0,On Time,0
PAY0001342,LN000445,2,2024-07-25,2024-07-23,13892000,13892000,0,tepat waktu,0
PAY0001343,LN000445,3,2024-08-24,2024-09-10,Rp13892000,14163000,271000,TERLAMBAT,17
PAY0001344,LN000445,4,2024-09-23,2024-09-22,13892000,Rp13892000,0,On Time,0
PAY0001345,LN000445,5,2024-10-23,2024-10-19,13892000,13892000,0,tepat waktu,0
PAY0001346,LN000445,6,2024-11-22,2024-11-19,13892000,13892000,0,tepat waktu,0
PAY0001347,LN000448,1,2023-08-29,2023-09-27,2008000,2087000,79000,terlambat,29
PAY0001348,LN000448,2,2023-09-28,2023-09-28,Rp. 2008000,2008000,0,Tepat Waktu,0
PAY0001349,LN000448,3,2023-10-28,2023-12-01,2008000,Rp2082000,74000,TERLAMBAT,34
PAY0001350,LN000448,4,2023-11-27,2023-12-09,2008000,2047000,39000,terlambat,12
PAY0001351,LN000448,5,2023-12-27,2023-12-25,2008000,2008000,0,TEPAT WAKTU,0
PAY0001352,LN000448,6,2024-01-26,2024-01-23,Rp 2008000,2008000,0,On Time,0
PAY0001353,LN000448,7,2024-02-25,2024-02-24,2008000,2008000,0,On Time,0
PAY0001354,LN000448,8,2024-03-26,,2008000,369000,116000,gagal bayar,30
PAY0001355,LN000448,9,2024-04-25,,2008000,570000,169000,Default,169
PAY0001356,LN000448,10,2024-05-25,,2008000,0,153000,GAGAL BAYAR,101
PAY0001357,LN000448,11,2024-06-24,,2008000,785000,177000,Gagal Bayar,174
PAY0001358,LN000448,12,2024-07-24,,2008000,933000,119000,gagal bayar,60
PAY0001359,LN000449,1,2024-07-23,2024-07-18,Rp 2231000,2231000,0,tepat waktu,0
PAY0001360,LN000449,2,2024-08-22,2024-09-29,2231000,2320000,89000,terlambat,38
PAY0001361,LN000449,3,2024-09-21,,2231000,398000,174000,Default,146
PAY0001362,LN000449,4,2024-10-21,2024-10-21,2231000,2231000,0,tepat waktu,0
PAY0001363,LN000449,5,2024-11-20,2024-11-30,Rp. 2231000,2278000,47000,Terlambat,10
PAY0001364,LN000450,1,2024-10-30,2024-10-30,1227000,1227000,0,On Time,0
PAY0001365,LN000455,1,2024-01-08,2024-01-07,IDR 7418000,7418000,0,tepat waktu,0
PAY0001366,LN000455,2,2024-02-07,2024-02-03,7418000,7418000,0,tepat waktu,0
PAY0001367,LN000455,3,2024-03-08,2024-03-05,7418000,7418000,0,Tepat Waktu,0
PAY0001368,LN000455,4,2024-04-07,2024-04-15,Rp7418000,7758000,340000,TERLAMBAT,8
PAY0001369,LN000457,1,2025-11-12,2025-11-08,6266000,6266000,0,Tepat Waktu,0
PAY0001370,LN000457,2,2025-12-12,2025-12-10,6266000,6266000,0,tepat waktu,0
PAY0001371,LN000457,3,2026-01-11,2026-01-10,6266000,6266000,0,TEPAT WAKTU,0
PAY0001372,LN000457,4,2026-02-10,2026-02-10,6266000,6266000,0,Tepat Waktu,0
PAY0001373,LN000457,5,2026-03-12,2026-03-08,IDR 6266000,Rp6266000,0,On Time,0
PAY0001374,LN000457,6,2026-04-11,2026-04-07,6266000,6266000,0,TEPAT WAKTU,0
PAY0001375,LN000457,7,2026-05-11,2026-05-15,6266000,Rp 6562000,296000,TERLAMBAT,4
PAY0001376,LN000457,8,2026-06-10,2026-06-10,6266000,6266000,0,On Time,0
PAY0001377,LN000458,1,2023-11-12,2023-11-11,IDR 15763000,15763000,0,TEPAT WAKTU,0
PAY0001378,LN000459,1,2024-01-03,2024-01-03,11761000,Rp 11761000,0,On Time,0
PAY0001379,LN000459,2,2024-02-02,,IDR 11761000,4706000,865000,Default,109
PAY0001380,LN000459,3,2024-03-03,,11761000,2290000,1092000,Gagal Bayar,145
PAY0001381,LN000459,4,2024-04-02,2024-05-07,11761000,12005000,244000,Late,35
PAY0001382,LN000459,5,2024-05-02,2024-05-02,11761000,Rp11761000,0,Tepat Waktu,0
PAY0001383,LN000459,6,2024-06-01,,11761000,0,1166000,Gagal Bayar,151
PAY0001384,LN000459,7,2024-07-01,2024-06-27,11761000,11761000,0,tepat waktu,0
PAY0001385,LN000459,8,2024-07-31,,IDR 11761000,Rp 0,679000,Gagal Bayar,69
PAY0001386,LN000461,1,2024-03-20,2024-05-03,9289000,Rp. 9491000,202000,TERLAMBAT,44
PAY0001387,LN000461,2,2024-04-19,2024-04-18,9289000,9289000,0,On Time,0
PAY0001388,LN000461,3,2024-05-19,2024-05-14,9289000,9289000,0,tepat waktu,0
PAY0001389,LN000461,4,2024-06-18,,9289000,0,602000,Gagal Bayar,120
PAY0001390,LN000461,5,2024-07-18,2024-07-16,IDR 9289000,9289000,0,TEPAT WAKTU,0
PAY0001391,LN000461,6,2024-08-17,2024-08-31,9289000,9546000,257000,Late,14
PAY0001392,LN000461,7,2024-09-16,,9289000,0,542000,Default,153
PAY0001393,LN000462,1,2025-07-05,2025-07-03,2543000,2543000,0,tepat waktu,0
PAY0001394,LN000462,2,2025-08-04,2025-08-02,2543000,Rp. 2543000,0,Tepat Waktu,0
PAY0001395,LN000462,3,2025-09-03,2025-08-31,2543000,2543000,0,TEPAT WAKTU,0
PAY0001396,LN000462,4,2025-10-03,2025-09-30,2543000,2543000,0,tepat waktu,0
PAY0001397,LN000462,5,2025-11-02,2025-10-29,2543000,2543000,0,On Time,0
PAY0001398,LN000462,6,2025-12-02,2025-11-27,Rp. 2543000,2543000,0,On Time,0
PAY0001399,LN000462,7,2026-01-01,2026-01-16,2543000,Rp2575000,32000,Late,15
PAY0001400,LN000462,8,2026-01-31,2026-02-16,2543000,2659000,116000,Terlambat,16
PAY0001401,LN000462,9,2026-03-02,2026-02-25,2543000,2543000,0,TEPAT WAKTU,0
PAY0001402,LN000462,10,2026-04-01,2026-03-31,2543000,Rp2543000,0,Tepat Waktu,0
PAY0001403,LN000464,1,2024-07-12,2024-07-11,2648000,2648000,0,Tepat Waktu,0
PAY0001404,LN000464,2,2024-08-11,2024-08-08,2648000,Rp 2648000,0,tepat waktu,0
PAY0001405,LN000464,3,2024-09-10,2024-09-05,2648000,2648000,0,tepat waktu,0
PAY0001406,LN000464,4,2024-10-10,2024-10-08,2648000,2648000,0,TEPAT WAKTU,0
PAY0001407,LN000464,5,2024-11-09,2024-11-06,2648000,2648000,0,On Time,0
PAY0001408,LN000464,6,2024-12-09,2024-12-07,2648000,2648000,0,Tepat Waktu,0
PAY0001409,LN000464,7,2025-01-08,2025-01-06,IDR 2648000,2648000,0,On Time,0
PAY0001410,LN000464,8,2025-02-07,2025-02-03,2648000,2648000,0,TEPAT WAKTU,0
PAY0001411,LN000464,9,2025-03-09,2025-03-04,2648000,2648000,0,On Time,0
PAY0001412,LN000464,10,2025-04-08,2025-05-09,2648000,IDR 2773000,125000,Terlambat,31
PAY0001413,LN000464,11,2025-05-08,2025-05-08,2648000,2648000,0,On Time,0
PAY0001414,LN000465,1,2025-11-12,2025-11-08,575000,Rp575000,0,tepat waktu,0
PAY0001415,LN000465,2,2025-12-12,2025-12-11,575000,575000,0,Tepat Waktu,0
PAY0001416,LN000465,3,2026-01-11,2026-01-06,575000,575000,0,On Time,0
PAY0001417,LN000465,4,2026-02-10,2026-02-09,575000,Rp575000,0,Tepat Waktu,0
PAY0001418,LN000465,5,2026-03-12,2026-03-07,575000,575000,0,TEPAT WAKTU,0
PAY0001419,LN000465,6,2026-04-11,2026-05-23,575000,590000,15000,Late,42
PAY0001420,LN000465,7,2026-05-11,2026-05-11,575000,575000,0,Tepat Waktu,0
PAY0001421,LN000465,8,2026-06-10,2026-06-09,575000,IDR 575000,0,Tepat Waktu,0
PAY0001422,LN000465,9,2026-07-10,2026-07-08,575000,575000,0,Tepat Waktu,0
PAY0001423,LN000466,1,2024-10-24,,IDR 1876000,306000,100000,Gagal Bayar,44
PAY0001424,LN000466,2,2024-11-23,2024-11-18,IDR 1876000,1876000,0,TEPAT WAKTU,0
PAY0001425,LN000466,3,2024-12-23,2024-12-23,1876000,1876000,0,Tepat Waktu,0
PAY0001426,LN000466,4,2025-01-22,2025-01-17,1876000,1876000,0,Tepat Waktu,0
PAY0001427,LN000466,5,2025-02-21,2025-02-18,1876000,1876000,0,On Time,0
PAY0001428,LN000466,6,2025-03-23,2025-03-18,IDR 1876000,IDR 1876000,0,Tepat Waktu,0
PAY0001429,LN000466,7,2025-04-22,,1876000,0,136000,Gagal Bayar,73
PAY0001430,LN000466,8,2025-05-22,2025-05-22,1876000,1876000,0,On Time,0
PAY0001431,LN000466,9,2025-06-21,2025-06-21,Rp 1876000,1876000,0,Tepat Waktu,0
PAY0001432,LN000466,10,2025-07-21,2025-07-20,Rp1876000,1876000,0,On Time,0
PAY0001433,LN000467,1,2023-10-24,2023-10-29,2778000,Rp 2866000,88000,TERLAMBAT,5
PAY0001434,LN000467,2,2023-11-23,2023-12-23,2778000,2810000,32000,Terlambat,30
PAY0001435,LN000467,3,2023-12-23,2023-12-22,2778000,Rp2778000,0,Tepat Waktu,0
PAY0001436,LN000467,4,2024-01-22,2024-01-19,2778000,IDR 2778000,0,Tepat Waktu,0
PAY0001437,LN000467,5,2024-02-21,2024-02-16,Rp 2778000,2778000,0,Tepat Waktu,0
PAY0001438,LN000467,6,2024-03-22,,Rp. 2778000,0,241000,Gagal Bayar,174
PAY0001439,LN000467,7,2024-04-21,2024-04-18,2778000,2778000,0,On Time,0
PAY0001440,LN000468,1,2023-07-17,2023-07-17,750000,750000,0,Tepat Waktu,0
PAY0001441,LN000468,2,2023-08-16,2023-08-13,IDR 750000,Rp. 750000,0,tepat waktu,0
PAY0001442,LN000469,1,2023-07-02,2023-07-02,738000,738000,0,tepat waktu,0
PAY0001443,LN000469,2,2023-08-01,,Rp738000,345000,56000,Gagal Bayar,128
PAY0001444,LN000469,3,2023-08-31,2023-08-28,Rp 738000,738000,0,TEPAT WAKTU,0
PAY0001445,LN000469,4,2023-09-30,2023-09-28,738000,738000,0,TEPAT WAKTU,0
PAY0001446,LN000469,5,2023-10-30,2023-10-29,738000,738000,0,tepat waktu,0
PAY0001447,LN000469,6,2023-11-29,,738000,Rp 0,71000,Default,97
PAY0001448,LN000469,7,2023-12-29,,738000,256000,37000,gagal bayar,73
PAY0001449,LN000469,8,2024-01-28,2024-02-13,Rp. 738000,Rp774000,36000,Late,16
PAY0001450,LN000469,9,2024-02-27,,738000,159000,55000,gagal bayar,61
PAY0001451,LN000469,10,2024-03-28,2024-03-28,738000,738000,0,tepat waktu,0
PAY0001452,LN000469,11,2024-04-27,2024-04-27,738000,738000,0,On Time,0
PAY0001453,LN000469,12,2024-05-27,,738000,Rp. 306000,47000,Default,162
PAY0001454,LN000470,1,2023-03-09,2023-03-08,747000,Rp 747000,0,TEPAT WAKTU,0
PAY0001455,LN000470,2,2023-04-08,2023-04-07,Rp 747000,747000,0,On Time,0
PAY0001456,LN000470,3,2023-05-08,2023-05-05,747000,747000,0,On Time,0
PAY0001457,LN000470,4,2023-06-07,2023-06-06,747000,747000,0,On Time,0
PAY0001458,LN000470,5,2023-07-07,2023-07-27,747000,780000,33000,Terlambat,20
PAY0001459,LN000470,6,2023-08-06,2023-08-01,747000,747000,0,TEPAT WAKTU,0
PAY0001460,LN000470,7,2023-09-05,2023-10-14,747000,764000,17000,TERLAMBAT,39
PAY0001461,LN000470,8,2023-10-05,2023-10-03,747000,747000,0,TEPAT WAKTU,0
PAY0001462,LN000470,9,2023-11-04,2023-10-30,747000,IDR 747000,0,On Time,0
PAY0001463,LN000471,1,2023-03-26,2023-03-24,Rp. 454000,454000,0,tepat waktu,0
PAY0001464,LN000471,2,2023-04-25,2023-04-24,454000,454000,0,tepat waktu,0
PAY0001465,LN000472,1,2023-09-30,2023-10-12,458000,477000,19000,TERLAMBAT,12
PAY0001466,LN000472,2,2023-10-30,2023-10-25,458000,458000,0,On Time,0
PAY0001467,LN000472,3,2023-11-29,2024-01-07,458000,477000,19000,TERLAMBAT,39
PAY0001468,LN000474,1,2025-10-28,2025-10-23,Rp 3861000,3861000,0,Tepat Waktu,0
PAY0001469,LN000474,2,2025-11-27,2025-11-26,3861000,3861000,0,tepat waktu,0
PAY0001470,LN000474,3,2025-12-27,2025-12-25,3861000,3861000,0,TEPAT WAKTU,0
PAY0001471,LN000475,1,2025-05-27,,Rp17161000,IDR 0,1702000,GAGAL BAYAR,85
PAY0001472,LN000475,2,2025-06-26,2025-07-10,17161000,17572000,411000,terlambat,14
PAY0001473,LN000475,3,2025-07-26,2025-08-29,17161000,17744000,583000,TERLAMBAT,34
PAY0001474,LN000475,4,2025-08-25,2025-10-07,17161000,17586000,425000,Terlambat,43
PAY0001475,LN000475,5,2025-09-24,,17161000,0,955000,Default,89
PAY0001476,LN000475,6,2025-10-24,2025-10-20,Rp 17161000,17161000,0,On Time,0
PAY0001477,LN000476,1,2025-09-28,,15885000,2219000,1491000,Gagal Bayar,59
PAY0001478,LN000476,2,2025-10-28,2025-10-27,IDR 15885000,15885000,0,TEPAT WAKTU,0
PAY0001479,LN000476,3,2025-11-27,2025-11-27,Rp15885000,15885000,0,On Time,0
PAY0001480,LN000476,4,2025-12-27,2025-12-23,15885000,15885000,0,On Time,0
PAY0001481,LN000476,5,2026-01-26,2026-02-19,15885000,16058000,173000,terlambat,24
PAY0001482,LN000476,6,2026-02-25,2026-02-23,Rp 15885000,15885000,0,Tepat Waktu,0
PAY0001483,LN000476,7,2026-03-27,2026-03-22,15885000,15885000,0,tepat waktu,0
PAY0001484,LN000476,8,2026-04-26,2026-04-25,15885000,IDR 15885000,0,Tepat Waktu,0
PAY0001485,LN000477,1,2025-05-21,2025-05-18,19658000,Rp. 19658000,0,On Time,0
PAY0001486,LN000477,2,2025-06-20,2025-06-16,Rp 19658000,19658000,0,tepat waktu,0
PAY0001487,LN000477,3,2025-07-20,2025-07-19,19658000,19658000,0,On Time,0
PAY0001488,LN000477,4,2025-08-19,2025-08-18,19658000,Rp19658000,0,TEPAT WAKTU,0
PAY0001489,LN000477,5,2025-09-18,2025-09-13,Rp 19658000,19658000,0,On Time,0
PAY0001490,LN000477,6,2025-10-18,,19658000,4139000,1819000,gagal bayar,77
PAY0001491,LN000477,7,2025-11-17,2025-11-17,19658000,19658000,0,TEPAT WAKTU,0
PAY0001492,LN000477,8,2025-12-17,2025-12-17,19658000,Rp. 19658000,0,tepat waktu,0
PAY0001493,LN000477,9,2026-01-16,2026-02-18,Rp 19658000,20540000,882000,terlambat,33
PAY0001494,LN000477,10,2026-02-15,2026-02-10,19658000,19658000,0,TEPAT WAKTU,0
PAY0001495,LN000477,11,2026-03-17,2026-04-09,19658000,20273000,615000,TERLAMBAT,23
PAY0001496,LN000479,1,2024-06-02,2024-06-11,22592000,23538000,946000,terlambat,9
PAY0001497,LN000479,2,2024-07-02,2024-06-30,22592000,22592000,0,tepat waktu,0
PAY0001498,LN000479,3,2024-08-01,2024-07-30,22592000,22592000,0,Tepat Waktu,0
PAY0001499,LN000479,4,2024-08-31,2024-08-29,Rp. 22592000,Rp 22592000,0,Tepat Waktu,0
PAY0001500,LN000479,5,2024-09-30,2024-09-26,22592000,Rp22592000,0,On Time,0
PAY0001501,LN000479,6,2024-10-30,2024-10-28,22592000,22592000,0,Tepat Waktu,0
PAY0001502,LN000479,7,2024-11-29,2024-11-26,22592000,22592000,0,On Time,0
PAY0001503,LN000479,8,2024-12-29,2025-01-26,22592000,IDR 23355000,763000,TERLAMBAT,28
PAY0001504,LN000480,1,2025-11-10,2025-11-11,1024000,1036000,12000,TERLAMBAT,1
PAY0001505,LN000480,2,2025-12-10,2025-12-09,1024000,1024000,0,tepat waktu,0
PAY0001506,LN000480,3,2026-01-09,2026-02-02,IDR 1024000,1051000,27000,Late,24
PAY0001507,LN000480,4,2026-02-08,2026-02-07,Rp1024000,1024000,0,tepat waktu,0
PAY0001508,LN000481,1,2023-03-27,2023-03-22,11647000,11647000,0,Tepat Waktu,0
PAY0001509,LN000481,2,2023-04-26,2023-04-26,11647000,Rp11647000,0,On Time,0
PAY0001510,LN000481,3,2023-05-26,2023-05-23,IDR 11647000,IDR 11647000,0,tepat waktu,0
PAY0001511,LN000481,4,2023-06-25,2023-06-23,11647000,11647000,0,Tepat Waktu,0
PAY0001512,LN000481,5,2023-07-25,2023-07-23,11647000,11647000,0,tepat waktu,0
PAY0001513,LN000482,1,2026-01-27,2026-01-23,1612000,1612000,0,Tepat Waktu,0
PAY0001514,LN000482,2,2026-02-26,2026-02-21,1612000,IDR 1612000,0,Tepat Waktu,0
PAY0001515,LN000482,3,2026-03-28,2026-04-20,1612000,1679000,67000,terlambat,23
PAY0001516,LN000482,4,2026-04-27,2026-04-26,1612000,1612000,0,On Time,0
PAY0001517,LN000482,5,2026-05-27,2026-05-26,1612000,IDR 1612000,0,Tepat Waktu,0
PAY0001518,LN000482,6,2026-06-26,2026-06-25,Rp 1612000,1612000,0,tepat waktu,0
PAY0001519,LN000482,7,2026-07-26,2026-08-22,1612000,1671000,59000,TERLAMBAT,27
PAY0001520,LN000482,8,2026-08-25,2026-08-20,1612000,1612000,0,TEPAT WAKTU,0
PAY0001521,LN000482,9,2026-09-24,2026-09-19,1612000,Rp1612000,0,On Time,0
PAY0001522,LN000483,1,2023-03-31,,1502000,172000,103000,GAGAL BAYAR,56
PAY0001523,LN000483,2,2023-04-30,,1502000,594000,118000,gagal bayar,100
PAY0001524,LN000483,3,2023-05-30,2023-05-30,Rp1502000,1502000,0,TEPAT WAKTU,0
PAY0001525,LN000483,4,2023-06-29,2023-06-29,Rp. 1502000,1502000,0,tepat waktu,0
PAY0001526,LN000483,5,2023-07-29,2023-07-29,1502000,1502000,0,Tepat Waktu,0
PAY0001527,LN000483,6,2023-08-28,2023-09-24,IDR 1502000,1532000,30000,Terlambat,27
PAY0001528,LN000483,7,2023-09-27,2023-10-08,1502000,1526000,24000,TERLAMBAT,11
PAY0001529,LN000483,8,2023-10-27,2023-10-26,1502000,Rp 1502000,0,On Time,0
PAY0001530,LN000483,9,2023-11-26,,1502000,295000,81000,GAGAL BAYAR,104
PAY0001531,LN000483,10,2023-12-26,2024-01-08,1502000,1519000,17000,TERLAMBAT,13
PAY0001532,LN000483,11,2024-01-25,,1502000,Rp609000,131000,GAGAL BAYAR,150
PAY0001533,LN000483,12,2024-02-24,,IDR 1502000,644000,140000,gagal bayar,158
PAY0001534,LN000485,1,2025-07-03,2025-07-18,11126000,IDR 11620000,494000,Late,15
PAY0001535,LN000485,2,2025-08-02,2025-07-31,11126000,11126000,0,On Time,0
PAY0001536,LN000485,3,2025-09-01,2025-09-01,11126000,Rp 11126000,0,TEPAT WAKTU,0
PAY0001537,LN000487,1,2023-06-22,2023-06-19,503000,Rp 503000,0,On Time,0
PAY0001538,LN000488,1,2025-12-26,2025-12-24,Rp 507000,507000,0,tepat waktu,0
PAY0001539,LN000488,2,2026-01-25,2026-01-25,507000,507000,0,TEPAT WAKTU,0
PAY0001540,LN000488,3,2026-02-24,2026-02-19,IDR 507000,507000,0,TEPAT WAKTU,0
PAY0001541,LN000488,4,2026-03-26,2026-03-26,507000,507000,0,tepat waktu,0
PAY0001542,LN000488,5,2026-04-25,2026-04-25,507000,507000,0,tepat waktu,0
PAY0001543,LN000488,6,2026-05-25,2026-05-21,507000,507000,0,TEPAT WAKTU,0
PAY0001544,LN000488,7,2026-06-24,2026-06-21,Rp 507000,Rp 507000,0,Tepat Waktu,0
PAY0001545,LN000488,8,2026-07-24,2026-07-19,Rp. 507000,507000,0,On Time,0
PAY0001546,LN000488,9,2026-08-23,2026-08-18,IDR 507000,507000,0,Tepat Waktu,0
PAY0001547,LN000488,10,2026-09-22,2026-09-17,507000,507000,0,tepat waktu,0
PAY0001548,LN000490,1,2024-02-10,2024-02-10,276000,276000,0,tepat waktu,0
PAY0001549,LN000490,2,2024-03-11,2024-03-11,276000,276000,0,tepat waktu,0
PAY0001550,LN000490,3,2024-04-10,2024-04-08,Rp 276000,276000,0,Tepat Waktu,0
PAY0001551,LN000490,4,2024-05-10,2024-05-08,276000,276000,0,Tepat Waktu,0
PAY0001552,LN000490,5,2024-06-09,2024-06-05,276000,276000,0,TEPAT WAKTU,0
PAY0001553,LN000490,6,2024-07-09,2024-07-08,276000,276000,0,Tepat Waktu,0
PAY0001554,LN000490,7,2024-08-08,2024-08-03,276000,IDR 276000,0,Tepat Waktu,0
PAY0001555,LN000490,8,2024-09-07,2024-10-03,276000,288000,12000,Late,26
PAY0001556,LN000492,1,2024-07-03,2024-07-02,Rp5540000,5540000,0,On Time,0
PAY0001557,LN000492,2,2024-08-02,2024-09-08,IDR 5540000,Rp5650000,110000,Late,37
PAY0001558,LN000492,3,2024-09-01,2024-08-29,5540000,5540000,0,TEPAT WAKTU,0
PAY0001559,LN000492,4,2024-10-01,2024-09-30,5540000,5540000,0,TEPAT WAKTU,0
PAY0001560,LN000492,5,2024-10-31,2024-10-27,5540000,5540000,0,On Time,0
PAY0001561,LN000492,6,2024-11-30,2024-11-28,Rp5540000,IDR 5540000,0,Tepat Waktu,0
PAY0001562,LN000492,7,2024-12-30,2024-12-27,Rp5540000,5540000,0,tepat waktu,0
PAY0001563,LN000492,8,2025-01-29,2025-01-25,Rp5540000,5540000,0,tepat waktu,0
PAY0001564,LN000493,1,2025-08-01,2025-07-30,Rp 7170000,IDR 7170000,0,On Time,0
PAY0001565,LN000493,2,2025-08-31,2025-08-28,7170000,7170000,0,On Time,0
PAY0001566,LN000493,3,2025-09-30,2025-09-28,7170000,7170000,0,TEPAT WAKTU,0
PAY0001567,LN000493,4,2025-10-30,2025-10-28,7170000,Rp7170000,0,On Time,0
PAY0001568,LN000493,5,2025-11-29,2025-11-25,7170000,Rp7170000,0,tepat waktu,0
PAY0001569,LN000499,1,2025-03-02,,15723000,4780000,1540000,GAGAL BAYAR,101
PAY0001570,LN000499,2,2025-04-01,2025-04-01,15723000,IDR 15723000,0,On Time,0
PAY0001571,LN000499,3,2025-05-01,2025-04-27,15723000,15723000,0,On Time,0
PAY0001572,LN000499,4,2025-05-31,2025-06-28,IDR 15723000,16314000,591000,TERLAMBAT,28
PAY0001573,LN000499,5,2025-06-30,2025-08-01,15723000,Rp. 15929000,206000,terlambat,32
PAY0001574,LN000499,6,2025-07-30,,Rp 15723000,0,993000,Default,52
PAY0001575,LN000500,1,2025-05-03,2025-04-28,5964000,5964000,0,On Time,0
PAY0001576,LN000500,2,2025-06-02,2025-05-30,5964000,5964000,0,Tepat Waktu,0
PAY0001577,LN000500,3,2025-07-02,2025-08-03,5964000,6174000,210000,terlambat,32
PAY0001578,LN000502,1,2025-01-31,,1462000,Rp 404000,106000,GAGAL BAYAR,109
PAY0001579,LN000502,2,2025-03-02,2025-02-27,1462000,1462000,0,Tepat Waktu,0
PAY0001580,LN000502,3,2025-04-01,2025-04-05,IDR 1462000,1529000,67000,TERLAMBAT,4
PAY0001581,LN000502,4,2025-05-01,2025-04-26,IDR 1462000,1462000,0,tepat waktu,0
PAY0001582,LN000503,1,2023-05-24,2023-05-24,3593000,3593000,0,tepat waktu,0
PAY0001583,LN000503,2,2023-06-23,2023-06-27,3593000,3659000,66000,Late,4
PAY0001584,LN000503,3,2023-07-23,2023-07-20,3593000,Rp3593000,0,TEPAT WAKTU,0
PAY0001585,LN000503,4,2023-08-22,2023-08-18,3593000,3593000,0,On Time,0
PAY0001586,LN000503,5,2023-09-21,2023-09-17,3593000,3593000,0,On Time,0
PAY0001587,LN000503,6,2023-10-21,2023-10-19,3593000,3593000,0,Tepat Waktu,0
PAY0001588,LN000503,7,2023-11-20,2023-11-16,Rp3593000,3593000,0,TEPAT WAKTU,0
PAY0001589,LN000503,8,2023-12-20,2023-12-15,3593000,Rp 3593000,0,On Time,0
PAY0001590,LN000510,1,2024-12-11,2024-12-23,7208000,7511000,303000,TERLAMBAT,12
PAY0001591,LN000510,2,2025-01-10,2025-01-06,7208000,7208000,0,tepat waktu,0
PAY0001592,LN000510,3,2025-02-09,,7208000,2918000,502000,GAGAL BAYAR,138
PAY0001593,LN000510,4,2025-03-11,2025-03-11,IDR 7208000,7208000,0,TEPAT WAKTU,0
PAY0001594,LN000510,5,2025-04-10,2025-04-09,7208000,7208000,0,tepat waktu,0
PAY0001595,LN000510,6,2025-05-10,2025-05-10,7208000,Rp. 7208000,0,On Time,0
PAY0001596,LN000510,7,2025-06-09,,IDR 7208000,Rp. 0,720000,GAGAL BAYAR,87
PAY0001597,LN000510,8,2025-07-09,,7208000,0,450000,Gagal Bayar,175
PAY0001598,LN000510,9,2025-08-08,,Rp 7208000,0,633000,gagal bayar,152
PAY0001599,LN000510,10,2025-09-07,,7208000,1944000,504000,Default,66
PAY0001600,LN000512,1,2024-08-09,2024-08-09,2108000,2108000,0,tepat waktu,0
PAY0001601,LN000512,2,2024-09-08,2024-09-03,2108000,2108000,0,TEPAT WAKTU,0
PAY0001602,LN000512,3,2024-10-08,2024-10-08,2108000,Rp. 2108000,0,tepat waktu,0
PAY0001603,LN000512,4,2024-11-07,2024-11-05,2108000,2108000,0,TEPAT WAKTU,0
PAY0001604,LN000512,5,2024-12-07,2024-12-07,Rp. 2108000,2108000,0,Tepat Waktu,0
PAY0001605,LN000512,6,2025-01-06,2025-01-04,2108000,Rp 2108000,0,Tepat Waktu,0
PAY0001606,LN000512,7,2025-02-05,,Rp 2108000,0,135000,GAGAL BAYAR,145
PAY0001607,LN000512,8,2025-03-07,2025-03-06,2108000,2108000,0,tepat waktu,0
PAY0001608,LN000513,1,2024-06-22,2024-06-17,Rp. 2105000,Rp 2105000,0,On Time,0
PAY0001609,LN000513,2,2024-07-22,2024-07-18,2105000,2105000,0,On Time,0
PAY0001610,LN000515,1,2024-12-06,2025-01-06,1462000,1522000,60000,TERLAMBAT,31
PAY0001611,LN000515,2,2025-01-05,2024-12-31,1462000,Rp1462000,0,Tepat Waktu,0
PAY0001612,LN000515,3,2025-02-04,2025-02-01,1462000,1462000,0,tepat waktu,0
PAY0001613,LN000517,1,2024-03-19,2024-03-19,19530000,19530000,0,Tepat Waktu,0
PAY0001614,LN000517,2,2024-04-18,2024-04-15,19530000,19530000,0,Tepat Waktu,0
PAY0001615,LN000518,1,2025-01-23,2025-01-18,Rp 2436000,2436000,0,TEPAT WAKTU,0
PAY0001616,LN000518,2,2025-02-22,2025-02-22,2436000,2436000,0,TEPAT WAKTU,0
